dataset,algorithm,seed,step,run_result_str,run_result_val,run_result_type,filename_best,baseline_best_score,improvement_pct,step_portion
sat4j,sbco_agent_no_reflection,10,39,0.169,0.169,success,0.167,0.174,4.022988505747114,1-20%
sat4j,sbco_agent_no_reflection,10,3,0.173,0.173,success,0.169,0.174,2.8735632183907915,1-20%
sat4j,sbco_agent_no_reflection,10,40,0.171,0.171,success,0.167,0.174,4.022988505747114,1-20%
sat4j,sbco_agent_no_reflection,10,41,0.169,0.169,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,42,0.17,0.17,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,43,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,44,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,45,0.17,0.17,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,46,0.169,0.169,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,47,0.169,0.169,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,48,COMPILE_CODE_ERROR,,compile_error,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,49,TEST_CODE_ERROR,,test_error,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,4,0.174,0.174,success,0.169,0.174,2.8735632183907915,1-20%
sat4j,sbco_agent_no_reflection,10,50,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,51,TEST_CODE_ERROR,,test_error,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,52,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,53,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,54,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,55,0.171,0.171,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,56,0.17,0.17,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,57,COMPILE_CODE_ERROR,,compile_error,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,58,0.174,0.174,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,59,COMPILE_CODE_ERROR,,compile_error,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,5,0.169,0.169,success,0.169,0.174,2.8735632183907915,1-20%
sat4j,sbco_agent_no_reflection,10,60,0.174,0.174,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,61,0.169,0.169,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,62,0.174,0.174,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,63,0.171,0.171,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,64,0.174,0.174,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,65,0.168,0.168,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,66,COMPILE_CODE_ERROR,,compile_error,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,67,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,68,COMPILE_CODE_ERROR,,compile_error,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,69,0.17,0.17,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,6,TEST_CODE_ERROR,,test_error,0.169,0.174,2.8735632183907915,1-20%
sat4j,sbco_agent_no_reflection,10,70,0.17,0.17,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,71,0.171,0.171,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,72,0.168,0.168,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,73,0.171,0.171,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,74,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,75,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,76,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,77,0.168,0.168,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,78,0.17,0.17,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,79,0.172,0.172,success,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,7,COMPILE_CODE_ERROR,,compile_error,0.169,0.174,2.8735632183907915,1-20%
sat4j,sbco_agent_no_reflection,10,80,TEST_TIMEOUT,,other,0.167,0.174,4.022988505747114,21-40%
sat4j,sbco_agent_no_reflection,10,81,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,82,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,83,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,84,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,85,0.169,0.169,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,86,0.172,0.172,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,87,0.17,0.17,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,88,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,89,0.172,0.172,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,8,0.171,0.171,success,0.169,0.174,2.8735632183907915,1-20%
sat4j,sbco_agent_no_reflection,10,90,0.17,0.17,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,91,0.172,0.172,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,92,0.173,0.173,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,93,0.172,0.172,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,94,0.173,0.173,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,95,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,96,0.172,0.172,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,97,0.17,0.17,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,98,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,99,0.171,0.171,success,0.167,0.174,4.022988505747114,41-60%
sat4j,sbco_agent_no_reflection,10,9,0.175,0.175,success,0.169,0.174,2.8735632183907915,1-20%
sat4j,sbco_agent_no_reflection,12,0,0.171,0.171,success,0.173,0.173,0.0,1-20%
sat4j,sbco_agent_no_reflection,12,100,0.171,0.171,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,101,0.169,0.169,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,102,0.172,0.172,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,103,0.171,0.171,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,104,0.172,0.172,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,105,0.171,0.171,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,106,0.172,0.172,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,107,0.168,0.168,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,108,0.17,0.17,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,109,0.171,0.171,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,10,0.169,0.169,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,110,0.17,0.17,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,111,0.175,0.175,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,112,0.174,0.174,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,113,0.168,0.168,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,114,0.174,0.174,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,115,0.173,0.173,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,116,0.172,0.172,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,117,0.17,0.17,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,118,0.17,0.17,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,119,0.17,0.17,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,11,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,120,0.173,0.173,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,121,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,122,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,123,0.173,0.173,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,124,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,125,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,126,0.167,0.167,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,127,0.17,0.17,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,128,0.175,0.175,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,129,0.169,0.169,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,12,COMPILE_CODE_ERROR,,compile_error,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,130,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,131,0.172,0.172,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,132,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,133,0.172,0.172,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,134,TEST_CODE_ERROR,,test_error,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,135,0.168,0.168,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,136,TEST_CODE_ERROR,,test_error,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,137,0.175,0.175,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,138,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,139,0.172,0.172,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,13,RUN_TIMEOUT,,other,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,140,TEST_CODE_ERROR,,test_error,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,141,TEST_CODE_ERROR,,test_error,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,142,0.17,0.17,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,143,0.173,0.173,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,144,0.173,0.173,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,145,0.172,0.172,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,146,0.173,0.173,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,147,0.172,0.172,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,148,0.172,0.172,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,149,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,14,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,150,0.17,0.17,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,151,0.168,0.168,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,152,0.169,0.169,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,153,0.17,0.17,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,154,0.174,0.174,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,155,0.168,0.168,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,156,0.171,0.171,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,157,0.172,0.172,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,158,0.175,0.175,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,159,0.169,0.169,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,15,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,160,0.173,0.173,success,0.166,0.173,4.046242774566462,61-80%
sat4j,sbco_agent_no_reflection,12,161,COMPILE_CODE_ERROR,,compile_error,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,162,0.168,0.168,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,163,0.173,0.173,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,164,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,165,0.169,0.169,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,166,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,167,0.173,0.173,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,168,0.172,0.172,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,169,0.168,0.168,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,16,0.171,0.171,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,170,0.174,0.174,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,171,0.169,0.169,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,172,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,173,0.169,0.169,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,174,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,175,TEST_CODE_ERROR,,test_error,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,176,0.168,0.168,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,177,0.173,0.173,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,178,COMPILE_CODE_ERROR,,compile_error,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,179,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,17,COMPILE_CODE_ERROR,,compile_error,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,180,0.169,0.169,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,181,0.172,0.172,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,182,0.173,0.173,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,183,0.173,0.173,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,184,0.174,0.174,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,185,RUN_TIMEOUT,,other,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,186,0.174,0.174,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,187,0.17,0.17,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,188,0.172,0.172,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,189,0.173,0.173,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,18,0.171,0.171,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,190,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,191,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,192,0.17,0.17,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,193,0.174,0.174,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,194,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,195,0.172,0.172,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,196,TEST_CODE_ERROR,,test_error,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,197,0.171,0.171,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,198,0.17,0.17,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,199,0.172,0.172,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,19,0.172,0.172,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,1,0.168,0.168,success,0.171,0.173,1.1560693641618347,1-20%
sat4j,sbco_agent_no_reflection,12,200,0.168,0.168,success,0.166,0.173,4.046242774566462,81-100%
sat4j,sbco_agent_no_reflection,12,20,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,21,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,22,0.173,0.173,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,23,0.175,0.175,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,24,0.171,0.171,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,25,0.171,0.171,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,26,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,27,0.171,0.171,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,28,0.172,0.172,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,29,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,2,0.174,0.174,success,0.168,0.173,2.890173410404611,1-20%
sat4j,sbco_agent_no_reflection,12,30,0.171,0.171,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,31,0.174,0.174,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,32,0.173,0.173,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,33,0.172,0.172,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,34,0.172,0.172,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,35,0.172,0.172,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,36,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,37,0.171,0.171,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,38,RUN_TIMEOUT,,other,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,39,0.177,0.177,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,3,0.171,0.171,success,0.168,0.173,2.890173410404611,1-20%
sat4j,sbco_agent_no_reflection,12,40,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,41,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,42,0.168,0.168,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,43,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,44,0.171,0.171,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,45,0.176,0.176,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,46,0.169,0.169,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,47,0.169,0.169,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,48,0.171,0.171,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,49,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,4,0.17,0.17,success,0.168,0.173,2.890173410404611,1-20%
sat4j,sbco_agent_no_reflection,12,50,0.169,0.169,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,51,TEST_CODE_ERROR,,test_error,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,52,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,53,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,54,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,55,0.171,0.171,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,56,0.173,0.173,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,57,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,58,0.171,0.171,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,59,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,5,0.166,0.166,success,0.168,0.173,2.890173410404611,1-20%
sat4j,sbco_agent_no_reflection,12,60,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,61,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,62,0.173,0.173,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,63,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,64,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,65,0.168,0.168,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,66,0.171,0.171,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,67,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,68,0.169,0.169,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,69,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,6,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,70,0.175,0.175,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,71,0.175,0.175,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,72,0.171,0.171,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,73,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,74,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,75,0.172,0.172,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,76,0.173,0.173,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,77,0.169,0.169,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,78,0.17,0.17,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,79,0.169,0.169,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,7,0.168,0.168,success,0.166,0.173,4.046242774566462,1-20%
sat4j,sbco_agent_no_reflection,12,80,0.175,0.175,success,0.166,0.173,4.046242774566462,21-40%
sat4j,sbco_agent_no_reflection,12,81,0.173,0.173,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,82,0.169,0.169,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,83,0.171,0.171,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,84,0.173,0.173,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,85,0.17,0.17,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,86,0.174,0.174,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,87,COMPILE_CODE_ERROR,,compile_error,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,88,0.172,0.172,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,89,0.168,0.168,success,0.166,0.173,4.046242774566462,41-60%
sat4j,sbco_agent_no_reflection,12,8,0.17,0.17,success,0.166,0.173,4.046242774566462,1-20%
